2.5E-323	0.0	0.2870771953892833	0.0	0.2709872922491593	0.09289320821227712	2.5E-323	0.0010267919509907278	0.011822728874657813	0.0	3.0E-323	0.012041474476582215	0.253220542763044	0.0031177808563729835	2.5E-323	0.0035401726905247063	0.0	3.0E-323	0.0034465320821096567	0.006364743943203339	2.5E-323
0.025463888166522827	0.0792453761044369	0.03295231706085219	0.1363196082018166	0.01821745483258254	0.03687873458599861	0.10273361777528159	0.19975981234082493	0.01317097663785662	0.07359726139354172	0.17585832354716763	0.06820628132025751	0.046910324806395974	0.15691291997259804	0.1536613941083271	0.08978215741472254	0.056740743044052584	0.07147295577510411	0.033106644912873705	0.0	0.21929676102031126
1.5799619485515643E-4	8.557229107434807E-5	0.30205810604204336	7.501047177298026E-5	0.2845074082184433	1.2975949427394826E-4	6.725076779646488E-5	2.142540486848917E-4	1.9205267341875092E-4	1.724310761029867E-4	1.5134895528475737E-4	1.7890428612521133E-4	0.23352601090656464	1.239865807817691E-4	1.049715510156355E-4	1.752399814696339E-4	7.975251309196181E-5	2.1443367173376246E-4	1.3601036692169671E-4	2.0880244043976548E-4	1.8213749611542562E-4
0.099	0.296	0.229	0.949	0.233	0.498	0.399	0.188	0.183	0.743	0.305	0.232	0.398	0.649	0.005	0.636	0.754	0.246	0.228	0.349	0.406
7.934278642919864E-111	0.005694726146403297	0.2991725450614394	0.0	0.23856236117921345	0.024541812441108916	2.4025511400275094E-111	0.0	0.03739653735544937	0.0	3.956705016945176E-104	0.041776206987327535	0.22592819743884207	0.15190224152332243	7.488927699890663E-111	0.0	0.0	4.092889333057669E-103	0.00562656505621658	0.030639391178861695	1.0165703262416966E-110
0.867	0.141	0.802	0.075	0.09	0.856	0.432	0.229	0.886	0.985	0.127	0.148	0.471	0.696	0.608	0.871	0.769	0.931	0.376	0.436	0.847
0.5264265517277568	0.13187911544318545	0.3273003138093104	0.3520409445301562	0.8386933133422194	0.04359640179940015	0.8087132533788728	0.3160739130456511	0.3792886956547813	0.10245154422859035	0.44032365817394153	0.7008121589253574	0.9525834047995665	0.43814383808397156	0.5427752024025319	0.9427721889120283	0.24849949025658086	0.4337841979040315	0.12860938530823043	0.296455532235921	0.3182537331356211
0.041	0.494	0.422	0.629	0.418	0.036	0.905	0.225	0.277	0.45	0.017	0.379	0.63	0.294	0.861	0.329	0.362	0.849	0.302	0.852	0.905
0.287	0.784	0.26	0.432	0.743	0.472	0.442	0.685	0.037	0.313	0.931	0.516	0.458	0.646	0.269	0.456	0.287	0.679	0.295	0.134	0.395
0.423925623871668	0.223722589052707	0.10755583072418046	0.35738249482009404	0.2521264482631873	0.055643823431058205	0.15832675532960822	0.11023739397214444	0.12390789547534521	5.988529853557428E-4	0.324196969282361	0.11817141883296814	0.5824745437254891	0.13117601971925028	0.4468715304411767	0.10669846554821392	0.16291593664350992	0.2356223778349215	0.18270447965191022	0.4349792390255135	0.5455389286900606
